"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"27.01.2017","19.600,0","19.720,0","19.980,0","19.600,0","134,27K","-0,41%"
"26.01.2017","19.680,0","19.600,0","19.720,0","19.500,0","123,72K","0,41%"
"25.01.2017","19.600,0","19.740,0","19.740,0","19.540,0","174,44K","-0,91%"
"24.01.2017","19.780,0","19.460,0","19.800,0","19.420,0","184,12K","2,17%"
"23.01.2017","19.360,0","19.440,0","19.500,0","19.320,0","103,71K","-0,62%"
"20.01.2017","19.480,0","19.260,0","19.480,0","19.260,0","102,74K","0,21%"
"19.01.2017","19.440,0","19.320,0","19.480,0","19.320,0","91,52K","-0,31%"
"18.01.2017","19.500,0","19.460,0","19.500,0","19.200,0","43,78K","0,21%"
"17.01.2017","19.460,0","19.500,0","19.540,0","19.380,0","51,96K","0,72%"
"16.01.2017","19.320,0","19.600,0","19.600,0","19.240,0","37,44K","-1,43%"
"13.01.2017","19.600,0","19.500,0","19.600,0","19.460,0","40,19K","0,51%"
"12.01.2017","19.500,0","19.600,0","19.600,0","19.480,0","157,22K","-0,10%"
"11.01.2017","19.520,0","19.680,0","19.720,0","19.520,0","242,74K","-0,81%"
"10.01.2017","19.680,0","19.200,0","19.740,0","19.200,0","117,22K","-0,30%"
"06.01.2017","19.740,0","19.620,0","19.740,0","19.600,0","135,66K","0,30%"
"05.01.2017","19.680,0","19.680,0","19.680,0","19.500,0","232,11K","-0,10%"
"04.01.2017","19.700,0","19.140,0","19.700,0","19.140,0","141,76K","3,03%"
"03.01.2017","19.120,0","19.020,0","19.300,0","19.020,0","25,93K","0,63%"
"02.01.2017","19.000,0","19.000,0","19.000,0","19.000,0","3,55K","-1,45%"
"29.12.2016","19.280,0","19.500,0","19.500,0","19.000,0","116,16K","-1,13%"
"28.12.2016","19.500,0","18.800,0","19.500,0","18.800,0","101,41K","3,72%"
"27.12.2016","18.800,0","18.720,0","19.120,0","18.720,0","14,26K","-1,57%"
"26.12.2016","19.100,0","18.900,0","19.100,0","18.880,0","60,60K","1,06%"
"23.12.2016","18.900,0","19.180,0","19.200,0","18.860,0","79,48K","0,00%"
"22.12.2016","18.900,0","18.800,0","18.900,0","18.620,0","228,34K","0,53%"
"21.12.2016","18.800,0","18.780,0","18.820,0","18.660,0","157,36K","0,86%"
"20.12.2016","18.640,0","18.700,0","18.800,0","18.640,0","202,35K","-0,11%"
"19.12.2016","18.660,0","18.420,0","18.700,0","18.420,0","264,17K","1,08%"
"16.12.2016","18.460,0","18.700,0","18.700,0","18.460,0","362,41K","-1,28%"
"15.12.2016","18.700,0","18.760,0","18.760,0","18.600,0","113,43K","0,00%"
"14.12.2016","18.700,0","18.520,0","18.780,0","18.520,0","162,07K","-0,85%"
"13.12.2016","18.860,0","18.660,0","18.860,0","18.440,0","2,23M","2,50%"
"12.12.2016","18.400,0","18.440,0","18.500,0","18.280,0","79,95K","-0,43%"
"09.12.2016","18.480,0","18.240,0","18.480,0","18.240,0","166,43K","1,32%"
"07.12.2016","18.240,0","18.520,0","18.520,0","18.240,0","65,05K","-1,72%"
"06.12.2016","18.560,0","18.540,0","18.600,0","18.500,0","135,66K","0,11%"
"05.12.2016","18.540,0","18.300,0","18.600,0","18.300,0","85,76K","1,09%"
"02.12.2016","18.340,0","18.280,0","18.540,0","18.280,0","55,35K","0,22%"
"01.12.2016","18.300,0","18.020,0","18.380,0","18.020,0","209,04K","1,55%"
"30.11.2016","18.020,0","18.220,0","18.400,0","18.020,0","908,56K","-0,99%"
"29.11.2016","18.200,0","18.460,0","18.500,0","18.200,0","192,39K","-1,62%"
"28.11.2016","18.500,0","18.600,0","18.600,0","18.380,0","205,05K","0,87%"
"25.11.2016","18.340,0","18.900,0","18.900,0","18.340,0","128,44K","-2,96%"
"24.11.2016","18.900,0","18.740,0","19.000,0","18.740,0","60,93K","0,85%"
"23.11.2016","18.740,0","18.740,0","19.000,0","18.680,0","159,13K","-1,37%"
"22.11.2016","19.000,0","18.980,0","19.000,0","18.800,0","326,46K","0,00%"
"21.11.2016","19.000,0","18.800,0","19.000,0","18.760,0","68,11K","1,06%"
"18.11.2016","18.800,0","18.940,0","18.940,0","18.700,0","151,85K","0,32%"
"17.11.2016","18.740,0","18.900,0","18.940,0","18.520,0","405,88K","-0,21%"
"16.11.2016","18.780,0","18.480,0","18.780,0","18.140,0","298,59K","2,85%"
"15.11.2016","18.260,0","18.100,0","19.000,0","18.100,0","304,02K","0,33%"
"11.11.2016","18.200,0","18.720,0","18.720,0","18.100,0","308,37K","-2,78%"
"10.11.2016","18.720,0","18.940,0","18.980,0","18.720,0","317,53K","-2,40%"
"09.11.2016","19.180,0","18.800,0","19.200,0","18.800,0","198,85K","0,42%"
"08.11.2016","19.100,0","18.900,0","19.300,0","18.900,0","246,29K","1,06%"
"04.11.2016","18.900,0","18.920,0","18.920,0","18.800,0","208,13K","-0,11%"
"03.11.2016","18.920,0","19.220,0","19.300,0","18.900,0","147,83K","-2,47%"
"02.11.2016","19.400,0","19.400,0","19.660,0","19.400,0","172,00K","0,00%"
"01.11.2016","19.400,0","19.500,0","19.500,0","19.400,0","100,00K","-0,51%"
"31.10.2016","19.500,0","19.000,0","19.500,0","19.000,0","346,17K","1,67%"
"28.10.2016","19.180,0","19.100,0","19.180,0","18.900,0","82,42K","1,05%"
"27.10.2016","18.980,0","18.820,0","18.980,0","18.780,0","138,14K","1,06%"
"26.10.2016","18.780,0","18.780,0","18.880,0","18.700,0","95,51K","0,00%"
"25.10.2016","18.780,0","18.800,0","18.820,0","18.720,0","107,97K","-0,11%"
"24.10.2016","18.800,0","18.900,0","18.900,0","18.800,0","90,89K","-1,05%"
"21.10.2016","19.000,0","19.000,0","19.000,0","18.820,0","35,17K","0,74%"
"20.10.2016","18.860,0","19.000,0","19.100,0","18.860,0","180,30K","-1,15%"
"19.10.2016","19.080,0","19.000,0","19.180,0","19.000,0","170,48K","0,42%"
"18.10.2016","19.000,0","18.720,0","19.000,0","18.720,0","118,76K","1,82%"
"14.10.2016","18.660,0","18.800,0","18.800,0","18.660,0","82,76K","-2,51%"
"13.10.2016","19.140,0","19.120,0","19.340,0","19.120,0","172,07K","-0,83%"
"12.10.2016","19.300,0","19.320,0","19.460,0","19.180,0","425,40K","-0,52%"
"11.10.2016","19.400,0","18.640,0","19.400,0","18.640,0","110,31K","1,15%"
"10.10.2016","19.180,0","18.960,0","19.180,0","18.960,0","87,12K","1,05%"
"07.10.2016","18.980,0","18.900,0","18.980,0","18.900,0","133,98K","0,96%"
"06.10.2016","18.800,0","18.760,0","18.880,0","18.720,0","321,98K","0,97%"
"05.10.2016","18.620,0","18.280,0","18.680,0","18.280,0","271,29K","1,86%"
"04.10.2016","18.280,0","18.440,0","18.500,0","18.280,0","155,79K","-0,87%"
"03.10.2016","18.440,0","18.560,0","18.620,0","18.400,0","132,50K","-0,97%"
"30.09.2016","18.620,0","18.960,0","19.000,0","18.620,0","210,03K","-2,72%"
"29.09.2016","19.140,0","19.000,0","19.140,0","18.860,0","295,45K","0,53%"
"28.09.2016","19.040,0","19.060,0","19.140,0","18.920,0","382,75K","-0,10%"
"27.09.2016","19.060,0","19.380,0","19.380,0","19.060,0","222,88K","-2,36%"
"26.09.2016","19.520,0","19.240,0","19.520,0","19.200,0","159,74K","0,83%"
"23.09.2016","19.360,0","19.540,0","19.540,0","19.240,0","126,71K","-0,72%"
"22.09.2016","19.500,0","19.300,0","19.600,0","19.280,0","224,51K","2,09%"
"21.09.2016","19.100,0","18.920,0","19.120,0","18.700,0","207,29K","0,10%"
"20.09.2016","19.080,0","19.160,0","19.240,0","18.960,0","185,55K","-0,42%"
"19.09.2016","19.160,0","19.220,0","19.380,0","19.160,0","287,73K","-0,21%"
"16.09.2016","19.200,0","19.800,0","19.800,0","19.060,0","798,32K","-2,44%"
"15.09.2016","19.680,0","19.860,0","19.900,0","19.680,0","174,65K","-1,01%"
"14.09.2016","19.880,0","19.040,0","19.880,0","18.860,0","363,39K","2,05%"
"13.09.2016","19.480,0","19.500,0","19.600,0","19.300,0","61,99K","-1,91%"
"12.09.2016","19.860,0","20.000,0","20.080,0","19.860,0","186,66K","-1,10%"
"09.09.2016","20.080,0","20.460,0","20.460,0","20.080,0","91,62K","-1,86%"
"08.09.2016","20.460,0","20.580,0","20.600,0","20.340,0","271,92K","-0,10%"
"07.09.2016","20.480,0","20.280,0","20.580,0","20.280,0","503,48K","0,59%"
"06.09.2016","20.360,0","20.360,0","20.360,0","20.000,0","203,71K","0,79%"
"05.09.2016","20.200,0","19.980,0","20.380,0","19.980,0","199,56K","1,00%"
"02.09.2016","20.000,0","19.800,0","20.000,0","19.800,0","265,80K","1,01%"
"01.09.2016","19.800,0","19.560,0","19.800,0","19.560,0","86,75K","0,41%"
"31.08.2016","19.720,0","19.600,0","19.800,0","19.600,0","433,23K","1,13%"
"30.08.2016","19.500,0","19.700,0","19.700,0","19.440,0","254,13K","0,41%"
"29.08.2016","19.420,0","19.500,0","19.620,0","19.380,0","250,83K","-1,12%"
"26.08.2016","19.640,0","19.800,0","19.800,0","19.540,0","111,97K","-0,30%"
"25.08.2016","19.700,0","19.600,0","19.920,0","19.600,0","267,23K","0,51%"
"24.08.2016","19.600,0","19.400,0","19.680,0","19.400,0","373,59K","1,14%"
"23.08.2016","19.380,0","19.220,0","19.400,0","19.220,0","124,97K","0,83%"
"22.08.2016","19.220,0","19.300,0","19.460,0","19.200,0","92,19K","-1,23%"
"19.08.2016","19.460,0","19.340,0","19.520,0","19.300,0","45,91K","-0,21%"
"18.08.2016","19.500,0","19.320,0","19.500,0","19.300,0","123,22K","0,83%"
"17.08.2016","19.340,0","19.120,0","19.480,0","19.120,0","179,18K","0,52%"
"16.08.2016","19.240,0","18.540,0","19.300,0","18.540,0","265,37K","2,23%"
"12.08.2016","18.820,0","18.900,0","19.000,0","18.820,0","137,70K","-0,95%"
"11.08.2016","19.000,0","18.900,0","19.000,0","18.900,0","272,28K","0,53%"
"10.08.2016","18.900,0","18.700,0","18.900,0","18.700,0","200,05K","0,00%"
"09.08.2016","18.900,0","18.800,0","18.980,0","18.800,0","296,86K","0,53%"
"08.08.2016","18.800,0","18.620,0","18.800,0","18.580,0","160,31K","1,08%"
"05.08.2016","18.600,0","18.600,0","18.680,0","18.500,0","73,21K","-0,53%"
"04.08.2016","18.700,0","18.500,0","18.800,0","18.500,0","95,40K","1,08%"
"03.08.2016","18.500,0","18.560,0","18.880,0","18.460,0","131,31K","-0,96%"
"02.08.2016","18.680,0","18.760,0","18.800,0","18.600,0","95,82K","0,32%"
"01.08.2016","18.620,0","18.400,0","18.840,0","18.200,0","204,43K","0,65%"
"29.07.2016","18.500,0","18.980,0","19.000,0","18.480,0","595,30K","-2,73%"
"28.07.2016","19.020,0","18.880,0","19.120,0","18.880,0","81,34K","-0,31%"
"27.07.2016","19.080,0","19.000,0","19.100,0","19.000,0","122,83K","0,95%"
"26.07.2016","18.900,0","18.800,0","18.980,0","18.800,0","43,65K","0,00%"
"25.07.2016","18.900,0","19.080,0","19.080,0","18.900,0","75,46K","-1,25%"
"22.07.2016","19.140,0","19.060,0","19.320,0","19.060,0","131,03K","0,53%"
"21.07.2016","19.040,0","19.280,0","19.400,0","19.040,0","111,94K","-2,36%"
"19.07.2016","19.500,0","19.420,0","19.600,0","19.400,0","451,52K","0,10%"
"18.07.2016","19.480,0","19.500,0","19.520,0","19.360,0","251,52K","-0,10%"
"15.07.2016","19.500,0","19.080,0","19.500,0","18.940,0","344,98K","2,20%"
"14.07.2016","19.080,0","18.880,0","19.100,0","18.840,0","388,44K","1,17%"
"13.07.2016","18.860,0","18.800,0","18.860,0","18.720,0","376,68K","0,32%"
"12.07.2016","18.800,0","18.740,0","18.840,0","18.720,0","313,53K","0,32%"
"11.07.2016","18.740,0","18.660,0","18.740,0","18.520,0","82,27K","0,86%"
"08.07.2016","18.580,0","18.780,0","18.780,0","18.580,0","85,29K","-0,11%"
"07.07.2016","18.600,0","18.780,0","18.780,0","18.600,0","190,26K","0,00%"
"06.07.2016","18.600,0","18.480,0","18.760,0","18.480,0","116,70K","0,54%"
"05.07.2016","18.500,0","18.500,0","18.700,0","18.500,0","59,47K","0,00%"
"01.07.2016","18.500,0","18.680,0","18.680,0","18.500,0","13,88K","0,00%"
"30.06.2016","18.500,0","18.220,0","18.780,0","18.220,0","204,71K","0,54%"
"29.06.2016","18.400,0","18.540,0","18.540,0","18.120,0","43,91K","0,88%"
"28.06.2016","18.240,0","18.540,0","18.600,0","18.220,0","127,92K","-0,76%"
"27.06.2016","18.380,0","18.360,0","18.600,0","18.320,0","56,91K","-1,39%"
"24.06.2016","18.640,0","18.000,0","18.640,0","18.000,0","522,44K","-0,11%"
"23.06.2016","18.660,0","18.800,0","18.860,0","18.660,0","171,97K","-0,64%"
"22.06.2016","18.780,0","18.420,0","18.980,0","18.420,0","489,40K","0,54%"
"21.06.2016","18.680,0","18.160,0","18.680,0","18.160,0","311,56K","2,64%"
"20.06.2016","18.200,0","18.100,0","18.300,0","18.100,0","151,31K","1,68%"
"17.06.2016","17.900,0","18.100,0","18.300,0","17.900,0","239,27K","-1,10%"
"16.06.2016","18.100,0","18.000,0","18.100,0","17.860,0","56,09K","0,22%"
"15.06.2016","18.060,0","18.160,0","18.300,0","17.960,0","542,70K","-0,55%"
"14.06.2016","18.160,0","18.280,0","18.400,0","18.040,0","144,97K","-0,66%"
"13.06.2016","18.280,0","18.620,0","18.620,0","18.240,0","37,15K","-0,33%"
"10.06.2016","18.340,0","18.500,0","18.680,0","18.340,0","142,97K","-1,40%"
"09.06.2016","18.600,0","18.600,0","18.780,0","18.500,0","206,35K","-0,53%"
"08.06.2016","18.700,0","18.140,0","18.700,0","18.140,0","297,42K","3,31%"
"07.06.2016","18.100,0","17.640,0","18.100,0","17.640,0","135,28K","1,80%"
"03.06.2016","17.780,0","18.000,0","18.000,0","17.600,0","96,63K","-0,78%"
"02.06.2016","17.920,0","17.600,0","18.180,0","17.600,0","145,31K","0,56%"
"01.06.2016","17.820,0","17.200,0","17.820,0","17.200,0","261,69K","3,13%"
"31.05.2016","17.280,0","17.960,0","17.960,0","17.000,0","712,55K","-1,26%"
"27.05.2016","17.500,0","17.540,0","17.760,0","17.500,0","133,08K","-0,23%"
"26.05.2016","17.540,0","17.900,0","17.980,0","17.500,0","271,92K","-0,90%"
"25.05.2016","17.700,0","18.000,0","18.000,0","17.700,0","114,45K","-1,67%"
"24.05.2016","18.000,0","18.000,0","18.040,0","17.960,0","100,38K","0,00%"
"23.05.2016","18.000,0","17.780,0","18.160,0","17.700,0","192,92K","1,24%"
"20.05.2016","17.780,0","17.740,0","17.860,0","17.740,0","65,18K","0,45%"
"19.05.2016","17.700,0","18.200,0","18.200,0","17.700,0","136,75K","-1,67%"
"18.05.2016","18.000,0","18.440,0","18.440,0","18.000,0","280,31K","-3,64%"
"17.05.2016","18.680,0","18.880,0","18.880,0","18.420,0","163,76K","-0,74%"
"16.05.2016","18.820,0","18.940,0","19.240,0","18.800,0","188,26K","0,64%"
"13.05.2016","18.700,0","18.440,0","18.980,0","18.220,0","174,48K","0,75%"
"12.05.2016","18.560,0","18.120,0","18.840,0","18.120,0","520,14K","2,54%"
"11.05.2016","18.100,0","17.720,0","18.700,0","17.700,0","307,53K","0,56%"
"10.05.2016","18.000,0","17.000,0","18.000,0","17.000,0","413,77K","4,65%"
"06.05.2016","17.200,0","17.780,0","17.780,0","17.160,0","204,43K","-1,94%"
"05.05.2016","17.540,0","18.240,0","18.240,0","17.540,0","98,87K","-2,56%"
"04.05.2016","18.000,0","18.180,0","18.240,0","17.800,0","145,12K","-0,99%"
"03.05.2016","18.180,0","18.520,0","19.020,0","18.180,0","112,48K","-4,52%"
"02.05.2016","19.040,0","19.200,0","19.200,0","18.800,0","145,38K","1,28%"
"29.04.2016","18.800,0","19.220,0","19.520,0","18.800,0","300,56K","-2,49%"
"28.04.2016","19.280,0","19.540,0","19.540,0","19.260,0","176,50K","-0,31%"
"27.04.2016","19.340,0","19.460,0","19.600,0","19.240,0","38,28K","-1,33%"
"26.04.2016","19.600,0","19.580,0","19.680,0","19.380,0","271,76K","1,14%"
"25.04.2016","19.380,0","19.680,0","19.680,0","19.260,0","409,12K","-1,62%"
"22.04.2016","19.700,0","19.800,0","19.820,0","19.700,0","120,50K","0,00%"
"21.04.2016","19.700,0","19.820,0","19.880,0","19.600,0","215,20K","-1,20%"
"20.04.2016","19.940,0","19.500,0","19.960,0","19.500,0","136,72K","1,73%"
"19.04.2016","19.600,0","19.480,0","19.800,0","19.480,0","97,75K","1,34%"
"18.04.2016","19.340,0","19.760,0","19.980,0","19.200,0","425,72K","-1,83%"
"15.04.2016","19.700,0","20.140,0","20.140,0","19.660,0","134,74K","-2,48%"
"14.04.2016","20.200,0","20.000,0","20.200,0","19.480,0","229,96K","1,30%"
"13.04.2016","19.940,0","20.500,0","20.680,0","19.940,0","282,26K","-2,73%"
"12.04.2016","20.500,0","19.800,0","20.500,0","19.800,0","189,08K","2,40%"
"11.04.2016","20.020,0","19.980,0","20.060,0","19.760,0","189,28K","0,20%"
"08.04.2016","19.980,0","19.840,0","20.160,0","19.600,0","544,33K","-0,79%"
"07.04.2016","20.140,0","20.000,0","20.180,0","19.920,0","87,41K","-0,20%"
"06.04.2016","20.180,0","20.200,0","20.400,0","19.820,0","430,62K","-0,10%"
"05.04.2016","20.200,0","20.900,0","21.100,0","20.200,0","239,78K","-3,35%"
"04.04.2016","20.900,0","19.560,0","21.000,0","19.560,0","481,93K","3,57%"
"01.04.2016","20.180,0","19.500,0","20.500,0","19.400,0","197,75K","0,60%"
"31.03.2016","20.060,0","19.500,0","20.060,0","19.240,0","1,00M","2,98%"
"30.03.2016","19.480,0","19.100,0","19.480,0","19.100,0","337,59K","0,72%"
"29.03.2016","19.340,0","18.680,0","19.340,0","18.680,0","362,93K","0,21%"
"28.03.2016","19.300,0","19.200,0","19.300,0","18.720,0","95,71K","-0,72%"
"23.03.2016","19.440,0","18.700,0","19.440,0","18.600,0","78,45K","2,32%"
"22.03.2016","19.000,0","18.880,0","19.000,0","18.320,0","430,60K","-3,46%"
"18.03.2016","19.680,0","18.100,0","19.680,0","18.100,0","1,64M","9,45%"
"17.03.2016","17.980,0","17.900,0","18.100,0","17.700,0","501,39K","0,45%"
"16.03.2016","17.900,0","17.700,0","17.900,0","17.560,0","234,59K","1,13%"
"15.03.2016","17.700,0","17.680,0","17.700,0","17.500,0","286,99K","0,11%"
"14.03.2016","17.680,0","17.220,0","17.680,0","17.200,0","73,38K","1,49%"
"11.03.2016","17.420,0","17.800,0","17.900,0","17.420,0","133,42K","-1,25%"
"10.03.2016","17.640,0","17.720,0","17.820,0","17.500,0","315,28K","-0,45%"
"09.03.2016","17.720,0","17.680,0","17.800,0","17.620,0","545,32K","0,11%"
"08.03.2016","17.700,0","17.980,0","18.100,0","17.600,0","213,54K","-2,21%"
"07.03.2016","18.100,0","17.720,0","18.380,0","17.720,0","102,43K","-0,55%"
"04.03.2016","18.200,0","18.400,0","18.420,0","18.000,0","317,45K","-1,09%"
"03.03.2016","18.400,0","17.700,0","18.760,0","17.700,0","348,90K","1,10%"
"02.03.2016","18.200,0","18.200,0","18.280,0","18.100,0","508,03K","0,22%"
"01.03.2016","18.160,0","18.000,0","18.180,0","17.960,0","343,47K","1,45%"
"29.02.2016","17.900,0","18.000,0","18.000,0","17.800,0","224,43K","0,67%"
"26.02.2016","17.780,0","18.000,0","18.200,0","17.780,0","389,55K","-0,78%"
"25.02.2016","17.920,0","17.700,0","18.040,0","17.700,0","472,67K","0,34%"
"24.02.2016","17.860,0","17.560,0","17.980,0","17.560,0","284,18K","0,79%"
"23.02.2016","17.720,0","17.620,0","17.900,0","17.620,0","191,01K","-1,34%"
"22.02.2016","17.960,0","18.000,0","18.000,0","17.800,0","123,73K","0,11%"
"19.02.2016","17.940,0","17.820,0","17.960,0","17.620,0","180,56K","0,34%"
"18.02.2016","17.880,0","18.100,0","18.100,0","17.760,0","411,79K","-0,11%"
"17.02.2016","17.900,0","17.160,0","17.900,0","17.160,0","272,09K","4,80%"
"16.02.2016","17.080,0","17.200,0","17.580,0","16.800,0","310,73K","-0,70%"
"15.02.2016","17.200,0","17.340,0","17.340,0","17.160,0","68,25K","-0,69%"
"12.02.2016","17.320,0","17.500,0","17.620,0","17.320,0","295,16K","-1,03%"
"11.02.2016","17.500,0","17.400,0","17.520,0","17.160,0","406,91K","-0,23%"
"10.02.2016","17.540,0","17.280,0","17.720,0","17.280,0","3,24M","0,80%"
"09.02.2016","17.400,0","17.100,0","17.500,0","17.100,0","272,71K","1,75%"
"08.02.2016","17.100,0","16.860,0","17.100,0","16.860,0","61,80K","0,59%"
"05.02.2016","17.000,0","17.000,0","17.000,0","16.800,0","100,08K","0,00%"
"04.02.2016","17.000,0","16.760,0","17.100,0","16.760,0","256,23K","1,43%"
"03.02.2016","16.760,0","16.540,0","16.760,0","16.380,0","166,41K","0,96%"
"02.02.2016","16.600,0","16.400,0","16.600,0","16.400,0","130,90K","-0,36%"
"01.02.2016","16.660,0","16.660,0","16.680,0","16.540,0","173,89K","-0,24%"
"29.01.2016","16.700,0","16.560,0","16.820,0","16.420,0","376,79K","1,83%"
"28.01.2016","16.400,0","16.200,0","16.460,0","16.200,0","269,60K","1,11%"
"27.01.2016","16.220,0","15.520,0","16.220,0","15.520,0","199,59K","1,38%"
"26.01.2016","16.000,0","15.600,0","16.080,0","15.600,0","243,43K","0,76%"
"25.01.2016","15.880,0","15.100,0","15.900,0","15.100,0","197,34K","0,13%"
"22.01.2016","15.860,0","15.800,0","16.020,0","15.800,0","279,12K","1,80%"
"21.01.2016","15.580,0","15.300,0","15.920,0","15.300,0","206,85K","1,83%"
"20.01.2016","15.300,0","14.920,0","15.400,0","14.620,0","218,41K","1,32%"
"19.01.2016","15.100,0","15.160,0","15.300,0","15.000,0","155,55K","0,80%"
"18.01.2016","14.980,0","15.400,0","15.500,0","14.980,0","120,71K","-2,73%"
"15.01.2016","15.400,0","15.920,0","15.920,0","15.400,0","148,87K","-4,82%"
"14.01.2016","16.180,0","15.780,0","16.180,0","15.400,0","548,96K","2,53%"
"13.01.2016","15.780,0","14.600,0","15.780,0","14.600,0","254,04K","1,81%"
"12.01.2016","15.500,0","14.520,0","15.500,0","14.520,0","145,38K","0,00%"
"08.01.2016","15.500,0","15.620,0","15.680,0","15.500,0","53,43K","-0,64%"
"07.01.2016","15.600,0","16.140,0","16.140,0","15.560,0","62,46K","-3,70%"
"06.01.2016","16.200,0","16.000,0","16.200,0","15.800,0","119,80K","0,00%"
"05.01.2016","16.200,0","15.800,0","16.200,0","15.800,0","60,89K","2,53%"
"04.01.2016","15.800,0","15.840,0","15.840,0","15.800,0","37,50K","-2,47%"